,PM2.5,Land_EQI,Sociod_EQI,Built_EQI,CLU50_1,PM10,SO2,NO2,O3,CO,CN,Disel,CS2,Air_EQI,Water_EQI,EQI,smoking_data,LCI_smoking,UCI_smoking
809,8.7,0.6027231,0.4754284,0.9621448,41,9.88,112.584272,399.9891721,3810.05,228.8289794,0.0115852,0.5264506,0.000283,-0.0777458,-1.075975,0.47,26.1,22.4,29.9
302,7.83,-1.061576,0.4541016,0.7872229,2,11.02,34.164418,648.0012104,3810.36,158.0485486,0.0215437,0.4560116,0.000693,0.2693069,-1.570429,-0.04,27.6,23.8,31.5
1032,10.55,0.9817067,3.497653,1.050738,43,18.61,185.0288332,1664.725649,6272.76,275.0217066,0.0690764,1.0580103,0.00199,1.524346,0.9217182,2.7,16.1,13.7,18.7
1633,15.69,0.8764495,0.7685272,0.9313537,41,27.58,359.7626657,367.2147497,12309.06,1512.48826,0.0560366,1.2943344,0.00264,1.772319,0.626541,1.61,25.6,22.9,28.1
448,11.2,-1.883419,-0.459013,-0.8453596,12,11.32,59.0894394,350.2773651,4569.46,280.1642429,0.007087,0.166203,0.000123,-0.4974937,-0.2927488,-1.24,28.6,24.7,33.3
2559,6.53,0.3217401,-0.5855484,0.9780616,37,6.57,48.4277849,196.9146524,5530.4,240.5374963,0.0061185,0.1234546,0.000116,-0.451283,0.6547591,0.19,27.7,23.5,32.2
1532,13.73,-0.1433091,-0.051789,-0.3395704,26,16.86,392.7572572,1115.187239,8129.27,1334.16861,0.0317841,0.3397154,0.000581,0.7124198,1.059675,0.26,30.7,26.5,35.5
2547,10.02,0.4235893,2.644464,0.1538304,43,12.43,1117.166633,3845.820828,10962.11,892.4315175,0.026766,0.8519527,0.000653,1.234235,0.9025948,1.79,20.4,17.3,24.3
703,12.72,0.3685881,0.8044059,-0.8919748,50,18.21,154.3127843,969.9547968,7502.89,290.4766478,0.0122572,0.4135736,0.000212,0.6505159,-0.0482551,0.3,27.1,23.1,31.3
603,12.13,-0.243466,-1.044773,-2.776127,14,13.01,130.8766212,637.1376408,4908.01,393.2055321,0.0046101,0.3316938,9.6e-05,0.237084,-1.530463,-1.68,26.9,22.9,31.4
2591,6.67,0.316508,1.812128,2.418939,47,10.4,39.0364156,322.6107548,3614.23,3754.236317,0.0059656,0.0808797,0.000114,-0.5572966,1.071576,1.67,16.6,14.1,19.6
2101,5.99,0.2432128,-1.484188,-0.2504555,9,4.81,5.5484476,121.0688,1442.16,110.9907902,0.0156028,0.2442679,0.000427,-0.0098081,0.6752363,-0.47,25.9,21.8,30.4
106,10.42,-0.6531844,-0.6931791,-1.627953,6,5.54,35.0625149,223.4650737,1674.64,201.890843,0.003998,0.1384385,2.34e-05,-1.012334,0.8510488,-1.23,29.3,24.9,33.5
39,12.0,-0.3941799,-0.1714151,-1.209952,5,10.32,6.0458019,71.8524088,817.1,35.778887,0.0153496,0.2618057,0.00106,0.6954468,-1.015049,-0.56,30.5,26.3,35.2
379,13.04,-0.5085624,1.181092,0.034764,23,10.95,164.5839527,727.7930484,6376.53,425.6256541,0.0173553,0.3888554,0.000282,-0.0109527,-0.3142365,0.26,25.4,21.5,29.6
1123,11.36,0.6315329,-1.819502,-0.5914883,38,6.9,58.3778355,140.8314186,5279.68,208.2726227,0.0154538,0.2399536,0.000368,0.0436972,-1.543795,-1.01,27.9,23.7,32.0
2017,13.22,-0.4352141,-0.3673314,-0.1371486,8,13.8,56.5189168,304.7045072,1981.81,343.213907,0.0118479,0.4032359,0.000231,0.1607783,-0.0240779,-0.26,31.3,27.3,36.4
1138,11.56,-0.0946609,-1.650092,0.043217,16,7.43,101.0582819,149.5100796,5377.87,237.2039859,0.0319892,0.3569041,0.000588,0.6882689,-1.544679,-0.69,27.9,24.0,32.4
653,10.89,0.4692481,0.8797774,-0.0377623,42,11.98,154.3434652,609.2037136,6447.74,517.9250906,0.0145848,0.4148176,0.000159,0.3682867,0.0020259,0.58,30.6,26.2,35.5
751,8.64,0.8034197,0.7550362,1.246546,45,12.4,138.8561147,315.9123958,4074.68,147.3160362,0.0060988,0.2802779,0.000128,-0.3424018,0.5376975,0.95,24.7,20.9,28.7
944,9.57,0.3644624,-1.271346,-0.9154984,38,9.7,124.0614976,1537.775285,3250.21,214.4955212,0.013744,0.394303,0.00453,0.8349858,-1.552006,-0.72,30.8,26.3,34.8
2309,11.75,0.2592432,-0.0060963,-2.003915,32,15.36,378.3282918,1117.09017,8543.52,1352.475285,0.0103601,0.2299133,0.000195,-0.0806694,-0.372423,-0.76,28.0,23.8,32.6
815,9.05,0.8699798,0.486205,1.152036,45,11.31,81.4201478,396.5062101,4203.32,198.8477118,0.0210049,0.4114317,0.000415,0.3474761,-1.013308,0.78,27.2,23.5,31.0
2378,11.36,-0.9947002,1.442746,1.038097,25,12.89,725.1096301,1561.7668,9109.22,1374.886119,0.0476114,0.7561119,0.00137,1.481805,-1.543598,0.88,28.0,23.9,32.7
388,12.73,0.2228997,-0.578139,-0.3044881,26,10.64,447.57899,753.346075,5810.25,686.0243731,0.0195958,0.2913301,0.000392,0.3850875,-0.2747591,-0.19,27.7,23.4,32.1
874,11.96,-0.2067084,-0.4455465,0.4037181,8,11.63,262.5986065,940.1309152,5912.17,488.7604947,0.0203692,0.3340297,0.00044,0.7300811,1.079018,0.38,33.4,29.5,37.2
246,5.69,0.1958574,-0.3021403,0.7479758,13,9.28,59.0202699,358.966764,2571.97,137.5291838,0.0048566,0.0501734,3.16e-05,-0.9749718,0.9050339,0.04,23.8,20.2,27.8
320,8.32,-2.191489,0.0964248,0.9124943,2,11.53,64.1663799,463.665602,3660.84,172.0414206,0.0454214,0.7339462,0.00135,0.8831881,-1.566427,-0.23,27.1,23.6,31.2
1989,12.42,0.0534079,-0.3199454,-0.0968061,26,14.05,513.8469486,1472.771877,7338.57,1140.314381,0.0328468,0.3893581,0.566,1.036101,-0.1214978,0.2,29.0,25.0,33.6
1999,11.47,-0.3814325,-0.5509001,0.1145246,17,10.46,184.8453906,681.7309059,7289.01,592.728794,0.0317765,0.3295947,0.00052,0.6300843,-0.0395528,-0.06,30.6,26.5,34.9
628,11.75,0.5861428,0.8953948,0.8138102,41,10.82,185.0965932,570.1166279,4730.56,217.7731776,0.0303593,0.9957718,0.00152,1.307243,1.221943,1.49,27.1,23.9,30.7
888,11.88,0.5066322,-1.797168,-0.5894061,38,11.45,245.9715754,643.302586,6227.87,752.9985105,0.0083833,0.3531505,0.000199,-0.0166192,-0.2455766,-0.81,37.3,33.3,41.3
641,11.9,0.8650025,0.7297419,-0.5603485,50,11.36,115.2405887,525.4409072,5080.76,260.5490372,0.029682,0.5676752,0.000571,0.8133859,0.0024495,0.6,31.1,27.0,35.6
1237,10.28,0.1061546,-0.4868679,-0.1685434,26,11.99,154.7515713,361.5404511,4227.49,325.2497948,0.0086343,0.2704117,0.000128,-0.6355966,0.8491058,-0.28,28.0,23.8,32.4
2451,12.15,-0.0737454,-1.23571,0.0026336,9,9.27,350.0361524,562.5091029,7956.7,1237.551015,0.0065399,0.204364,0.000143,-0.3075842,1.047937,-0.4,30.3,26.2,34.6
1118,11.55,-0.7931974,-1.017379,-0.5980319,4,7.23,68.2242074,133.4106407,3807.92,137.5336668,0.024116,0.2635941,0.000819,0.1395748,-1.548114,-1.07,28.5,24.2,32.7
1405,5.63,0.2327025,-1.148176,-0.6788697,35,4.77,11.5700564,148.8778215,588.05,68.166228,0.0166964,0.1784893,0.000291,-0.358783,0.8471556,-0.59,23.5,20.3,27.0
612,10.33,-0.0913177,0.1979205,0.2158962,24,10.85,174.46223,309.7016047,3060.99,230.9619507,0.0033602,0.3101188,8.6e-06,-0.3151276,1.108197,0.23,26.5,22.3,31.0
623,12.25,0.0254108,-0.1895522,0.0778079,8,9.06,115.8119251,358.3677235,5615.18,253.0528724,0.0086521,0.321974,5.21e-05,0.0548085,1.102058,0.19,28.0,23.8,32.4
1539,11.84,-0.194782,0.6580662,0.6513156,23,13.1,232.4069752,682.5045727,6466.36,1265.799797,0.0317894,0.2601765,0.000671,0.5422752,1.069216,0.82,24.1,20.7,28.1
1126,11.6,-0.9855651,-0.6009209,-0.8001761,11,9.06,112.3216974,514.4441738,4141.79,348.2748442,0.0207391,0.211175,0.000245,0.4837465,-1.543108,-0.92,29.9,25.9,34.3
1930,7.71,1.137434,0.6440922,0.9242421,41,15.27,52.411251,412.7498964,2654.78,28.295524,0.0148347,0.364493,0.000303,0.0079108,-1.517074,0.62,25.5,22.5,28.4
2207,10.35,-1.315438,-1.42107,-0.7545276,12,5.62,184.2325775,508.0734638,2892.05,506.621989,0.002931,0.1546535,2.48e-05,-0.5971059,0.5905541,-1.28,27.5,23.4,32.2
235,6.06,0.8015603,0.1538605,1.497203,45,19.57,12.0890739,290.9483334,1609.98,165.3662216,0.0047804,0.0782166,0.000154,-1.374948,0.8822284,0.51,17.6,14.8,21.0
1861,11.12,0.2427834,0.6432284,0.3597692,23,14.17,549.4372756,645.5543627,7962.49,1065.875066,0.0443201,0.4149391,0.000821,0.9780562,-1.517031,0.5,25.9,22.2,30.6
2180,6.14,-0.3437293,0.0487498,1.022505,13,4.08,5.9857066,144.9250561,1817.95,218.622809,0.0296843,0.4624412,0.00153,0.5588263,0.3585146,0.56,23.9,20.5,27.9
657,11.94,0.0331998,0.1477863,-0.199781,26,13.68,124.5063899,540.7093476,5547.1,244.2524398,0.025164,0.3317436,0.00036,0.3678848,0.8759261,0.29,30.5,26.2,34.7
1039,10.2,0.3887426,1.15992,1.618263,47,9.67,52.6207295,397.7332251,4391.72,142.8550125,0.0232271,0.4950331,0.000619,0.779147,0.9339131,1.59,24.2,20.7,28.1
701,11.95,1.250317,0.0124537,-0.6528781,49,12.52,162.1078694,755.0672448,5199.2,237.0894952,0.0205896,0.4821768,0.000373,0.6707146,-0.0981422,0.33,33.4,28.8,38.3
2424,6.5,0.4837665,0.5702999,-0.1022206,22,5.68,244.1254238,107.1443885,4421.16,427.325343,0.0094248,0.2933895,0.000301,0.0626366,-1.556606,0.05,23.3,20.2,27.2
2385,10.53,-0.5024434,-0.0828164,1.562788,31,17.17,675.7295047,2288.784442,9447.57,1376.56664,0.0345622,1.095807,0.00103,1.00377,-1.541538,0.46,27.3,23.0,31.6
2172,7.37,-0.0537093,-0.4981499,1.19891,31,11.24,5.8481753,121.5230742,1269.65,108.2881462,0.024962,0.6500471,0.000753,0.3307203,0.7969256,0.5,25.0,21.9,28.4
160,8.47,0.6264507,0.4919257,0.0311065,42,15.84,5.7637633,283.0713698,559.55,55.0978757,0.0028072,0.2326567,0.000143,-0.6782537,0.9405765,0.31,22.3,18.5,26.3
1880,11.09,-0.8712233,1.089634,0.8930544,25,11.93,154.0924785,627.2916218,4925.17,3250.012615,0.0217781,0.3357225,0.000613,0.6210879,0.9459228,0.89,23.2,20.2,26.2
2448,9.91,0.5735242,-0.8396536,-1.116974,35,7.69,244.5812652,616.072858,6610.46,1566.450597,0.0156003,0.2043944,0.000246,0.1181314,1.100346,-0.32,29.2,24.8,33.7
300,9.69,-1.729735,0.1900109,0.6339658,2,24.38,79.6401066,799.2440022,3703.27,222.3658009,0.0615171,1.2914085,0.00384,1.342867,-1.595863,-0.01,24.6,22.2,27.3
318,8.0,-2.343448,-0.7337108,0.4886562,15,11.37,45.8089783,515.2672825,3670.19,186.7205999,0.0124527,0.2388223,0.000272,-0.2593111,-1.551028,-1.14,31.3,26.9,36.3
6,11.66,-1.678537,-1.295534,-0.0580627,7,13.18,13.8314031,134.1369957,578.7,8.0189675,0.0181633,0.2068958,0.000311,-0.0704518,-1.528175,-1.3,28.4,24.2,32.7
2168,9.76,-0.8401406,-0.0652497,-0.7506984,11,8.53,551.7378468,1322.096077,6023.75,1100.315962,0.0146496,0.4689921,0.000575,0.8798279,0.6483465,-0.1,29.4,25.4,34.1
96,11.29,-0.2893688,-0.4303816,0.6528372,18,9.1,16.6630924,146.7433701,878.15,54.9643834,0.0120819,0.2117759,1.6e-06,-0.6559128,-0.0247549,-0.24,29.2,25.0,33.9
30,11.44,-1.666807,-0.9551147,-1.195321,12,14.07,15.383329,160.8197662,1200.57,22.9437253,0.012927,0.1706996,0.000342,0.0872817,-1.396302,-1.5,30.1,25.9,34.5
2173,6.58,-0.2997826,-1.440186,-1.27806,20,6.02,6.0171069,156.2469371,1700.8,176.1275035,0.0024259,0.1230639,3.21e-05,-1.177486,0.7019903,-1.38,25.1,21.2,29.6
140,11.35,-0.0329568,-0.5659755,-0.8158179,10,8.41,20.5772429,121.6320786,1255.51,86.0953686,0.0041288,0.2303718,1e-05,-0.8597684,0.8885125,-0.66,28.1,24.0,32.5
1785,7.49,0.9745706,-0.4845073,0.6967034,34,10.06,4.9544611,45.8190711,2506.32,2921.851295,0.0575511,0.2699468,0.000663,0.8899706,1.061055,0.85,26.2,22.6,30.2
2213,10.51,-1.086356,-0.9885597,-0.4790172,7,6.28,224.2368826,594.1084162,3586.58,489.8283626,0.0108289,0.181089,0.00013,0.0875031,0.6062846,-0.71,27.1,23.1,31.7
239,5.48,0.4765908,0.6872236,1.82952,45,16.08,56.724931,904.8891047,2798.88,159.4234019,0.0216399,0.1290428,4.2e-06,-0.3850892,0.9633414,1.11,20.7,17.5,24.0
1170,9.02,-0.0269233,0.189326,0.3349604,24,12.78,189.0812844,511.1653112,4405.07,363.8155868,0.0043346,0.2220412,6.74e-05,-0.7566203,0.9289597,0.1,31.6,27.3,36.3
226,5.94,1.017978,0.0663939,0.5122233,34,19.72,13.2729234,269.0815883,1549.79,155.819901,0.0036469,0.0777781,7.66e-05,-1.31542,0.9260986,0.21,25.2,21.8,29.2
402,15.21,-0.3748391,2.053262,0.5065395,25,13.96,112.7512123,831.2859472,6051.92,293.9570696,0.091645,1.2934334,0.003,1.494625,0.8109401,1.54,21.0,18.4,23.6
363,12.68,-1.797754,0.0964816,-3.139084,14,17.21,60.9063606,186.4429604,4410.36,38.8379411,0.0115627,0.2282843,0.00137,0.189811,-0.2965563,-1.6,21.4,17.9,25.3
2319,11.64,0.1152962,-0.4356001,-0.28377,26,12.09,342.0215629,569.0222115,6391.1,1643.436013,0.0204686,0.2315143,0.000398,0.446313,0.3380812,-0.02,28.5,24.6,33.1
2592,6.57,0.2533239,0.7159077,1.134188,39,8.35,65.490741,529.3099627,3467.05,1109.005206,0.0027703,0.0895684,0.000245,-0.8143687,1.162652,0.69,24.9,21.9,28.1
535,11.11,1.060706,0.4805106,0.5754548,41,13.58,141.2758213,484.4721384,5776.56,219.2418129,0.0045549,0.4863557,3.93e-05,0.2049665,1.207043,0.99,25.6,21.6,30.0
694,12.06,0.7006091,0.9852801,-0.9976218,49,13.45,131.3630561,722.7598194,6411.23,277.5205546,0.0209098,0.7401475,0.0255,1.053469,0.0765197,0.59,28.2,24.2,32.4
2228,8.16,-0.687143,-0.0265262,1.143098,13,8.01,161.5294607,236.4272212,5320.68,1179.064085,0.0430914,0.5320186,0.00089,0.887959,0.5974539,0.64,24.7,21.0,28.6
1663,10.98,0.9814323,1.229492,0.6057249,44,15.78,242.7492639,512.547237,10302.98,979.5584208,0.0277317,0.5620352,0.000838,0.9072437,0.2551192,1.33,27.1,23.1,31.3
2010,12.05,-0.3558229,-0.5053325,-0.7218297,10,9.73,69.3027176,293.1983245,58073.97,305.6071966,0.0079308,0.2120398,0.0276,-0.3253585,-1.108017,-0.88,31.5,26.8,35.9
1932,7.19,0.7719334,0.470442,1.338977,45,7.21,35.808934,181.5147959,3585.34,25.4516479,0.0118027,0.3302002,0.000284,-0.0695075,-1.509276,0.58,24.7,21.5,28.0
243,5.51,0.4596409,0.2476741,0.4196719,21,4.68,11.8131822,117.4164955,1707.5,78.8069508,0.004221,0.1475945,1.02e-05,-1.048222,1.085822,0.21,25.8,22.1,29.5
507,7.51,1.230264,-0.4314755,-0.1806356,34,7.76,5.5245973,223.0960175,3083.94,334.0073039,0.0002945,0.0199926,6e-07,-2.222346,0.5713357,-0.56,24.3,20.5,28.2
1969,12.53,0.2182555,-0.5052918,-0.0878965,26,12.05,418.3807692,1087.924287,6871.79,1288.905748,0.0431838,0.3366545,0.000934,0.9688686,-0.0751233,0.16,30.4,26.4,35.0
2322,11.8,0.2752091,-0.0600262,-0.811368,26,14.34,379.1870979,1109.776367,8508.7,1456.160806,0.0246819,0.2842318,0.000462,0.6817664,-1.461974,-0.28,30.2,26.5,34.5
2581,5.37,0.3632495,0.061967,0.5906064,13,7.31,43.6479655,198.7277312,2259.49,54.344783,0.0040371,0.117972,0.000132,-0.5936185,1.090011,0.34,25.5,22.3,29.1
14,13.25,-0.2598838,-0.4756131,-1.233658,5,14.36,37.7722261,256.7615961,592.32,43.4477181,0.0103883,0.2727285,0.000166,0.0225133,-0.8583899,-0.86,28.9,24.7,33.7
2030,13.35,-0.8045098,-0.1653929,0.9265295,18,10.54,810.5120761,685.245327,5912.08,820.3251674,0.0343158,0.4407975,0.000741,0.6310318,0.0015784,0.27,27.7,24.0,32.0
1632,11.16,0.717551,0.4649821,0.4843391,21,12.5,360.846885,482.9800075,7652.54,1185.728347,0.0336952,0.5277058,0.00041,0.6381349,0.2142403,0.82,30.6,26.0,35.4
1333,5.39,0.2642967,-0.293468,-0.4441427,26,4.48,22.7641719,131.1246611,2353.36,52.5460001,0.0009289,0.1457474,1.5e-05,-1.615818,0.6248015,-0.65,25.0,21.2,29.6
2381,11.21,-1.583505,-0.6335874,1.856238,15,10.79,500.4043945,518.3535922,7325.49,1736.415931,0.0182333,0.7376359,0.000504,0.9738767,-1.537792,0.04,29.8,25.1,34.4
1175,9.76,-0.3346305,-0.1416547,0.2984551,8,7.06,156.2160313,351.3084401,2421.11,402.9537052,0.0098805,0.2778241,0.000902,-0.0445447,0.876846,0.11,30.6,26.3,35.5
1991,12.63,0.2604749,-0.1433317,0.5592057,33,14.43,444.4810484,1790.556891,7250.09,1031.903038,0.0453864,0.476911,2.3,1.079142,-0.0522371,0.59,30.7,26.7,35.1
872,11.01,1.187814,0.1686678,-0.2155745,34,11.16,209.1916402,740.1261704,4692.69,320.1731949,0.0119978,0.4249911,0.000219,0.4120471,-1.530121,0.17,34.0,29.2,38.7
1712,10.31,0.2881226,-0.1591468,0.4361224,33,17.61,462.7723747,1191.941241,4660.22,1399.04138,0.013879,0.3036261,0.000205,-0.0458676,-0.4176353,0.08,33.0,28.1,38.0
2303,11.65,0.2609032,-0.2511363,-0.8614889,26,11.77,500.1324471,713.7148307,6646.62,1493.567555,0.0063305,0.2245224,0.000138,-0.2320233,0.7198865,-0.28,28.9,24.2,33.5
470,11.12,-1.608288,-0.3336088,0.5448595,15,10.67,20.6125138,193.7968882,4088.2,61.645061,0.0226942,0.2196625,0.000468,0.3742051,-0.2312375,-0.29,26.1,22.4,30.3
2090,10.2,0.290026,2.485149,0.7272369,43,12.47,344.5635602,1450.879103,5959.66,1103.309633,0.0532814,1.3948994,0.00323,1.280898,0.6321238,1.86,18.1,15.4,20.9
1439,8.27,0.3119954,-0.2287858,-0.5612817,26,5.78,155.7499396,130.2525371,4196.34,286.0145124,0.0033357,0.0840891,3.65e-05,-0.6846227,-0.3482364,-0.51,27.9,23.4,32.3
82,11.31,0.3294862,-0.6338615,0.6660017,33,7.91,24.8205231,173.5149085,1644.61,99.3353535,0.0070433,0.2728865,5.8e-06,-0.3297338,0.1084882,0.0,29.5,25.5,33.9
1465,10.34,0.4678057,0.2455221,0.4274693,21,6.92,250.9852425,323.9223945,4805.01,674.3869565,0.0308706,0.256489,0.000142,0.4885851,0.8214371,0.7,27.4,23.3,31.7
1023,8.89,-0.0717865,2.496938,0.3188117,48,12.02,169.1617628,670.4595671,5266.56,377.9348058,0.0210635,0.418426,0.000608,0.6303725,0.9692759,1.45,25.2,22.0,28.3
1107,11.69,-1.206313,-0.6938533,-0.2115293,11,6.06,41.4549331,119.5365463,3424.26,75.7115075,0.0166117,0.2446449,0.000244,0.119452,-1.546188,-0.93,25.4,21.9,29.2
885,12.69,-0.5659865,-1.917605,-0.963415,19,12.74,206.8208961,641.7783178,5123.88,594.7855644,0.0080848,0.2025072,0.000116,-0.4212971,1.115251,-1.18,37.1,32.5,42.0
1456,9.51,0.9140169,0.9379219,0.3400801,42,9.69,280.3504609,372.8778993,13158.33,399.4417914,0.0604896,0.4694929,0.00179,1.29362,0.9589782,1.37,25.9,22.2,30.0
1888,11.14,-1.062598,-0.4654958,0.2120733,3,11.33,315.0386849,1006.710503,6107.58,4607.77442,0.0150832,0.1806762,0.000246,0.3442091,0.5827013,-0.17,28.4,24.4,32.6
254,5.9,1.06113,-0.0413121,0.4297929,34,16.33,8.1248648,215.4984232,1127.79,110.9258195,0.0350157,0.3410078,4.06e-05,-0.1848808,0.9417922,0.55,27.9,24.5,31.6
1764,11.39,-0.2211585,0.4714633,0.8622361,13,25.95,438.6698959,1577.669849,5985.78,1460.784865,0.0494157,0.6290248,0.00156,1.078704,-0.4133396,0.73,25.4,23.5,27.5
415,11.79,-1.60455,-0.8946519,-0.4273456,12,10.64,54.7800713,369.516117,4413.01,278.4812016,0.0072751,0.1595872,0.000117,-0.5415545,-0.387511,-1.21,28.5,24.2,32.9
530,10.32,-0.0081458,0.1392149,-0.4062113,26,11.76,100.5091879,437.0138376,2928.82,234.4613393,0.007991,0.399923,7.01e-05,0.1529032,-0.3370695,-0.11,27.5,23.5,32.2
1870,8.84,0.0145407,1.240049,0.7918328,25,13.26,285.6753076,3907.215601,11518.4,787.7332028,0.0484027,0.4295704,0.00165,1.347448,0.9869885,1.42,28.5,26.4,30.6
2122,6.66,-0.0163777,-1.024749,0.9016185,37,5.21,6.1642633,141.5500789,1436.23,207.6173572,0.0003288,0.0839934,2.51e-05,-1.706541,-0.3080004,-0.72,26.9,22.7,31.6
1191,10.39,-0.1324544,-0.320573,0.6175251,13,6.37,145.5955623,286.3451546,3612.78,301.4589142,0.0278799,0.2795473,0.000532,0.2168728,0.0772562,0.16,32.2,28.0,36.9
2279,8.51,0.3188949,0.9189011,1.199783,40,11.9,310.5691477,806.7116187,7663.15,960.2439853,0.0079913,0.1778556,0.000237,0.1134715,0.8880798,1.08,21.6,19.4,23.7
660,12.71,0.3646043,1.153737,-0.6380194,50,17.02,175.3097788,896.5140181,5847.69,236.0042403,0.0182674,0.4421606,0.00039,0.7274023,0.8240317,0.72,29.1,25.1,33.4
113,10.57,-0.2574932,-0.0365042,0.0700456,8,6.6,28.9098533,174.5247639,1223.14,158.5641693,0.0170178,0.1918877,0.0024,0.0387907,0.0925535,-0.03,29.2,25.3,33.1
521,5.94,0.6880037,-0.9078036,-0.6966368,35,7.59,3.0799338,363.8051001,2515.87,159.2106538,0.0052586,0.0615206,0.00113,-0.4643902,1.054475,-0.37,26.4,22.7,30.6
2270,7.56,-0.1056842,-0.6993878,-2.212591,32,7.7,32.639306,178.8690381,6129.21,368.9176024,0.0020327,0.0622272,5.11e-05,-0.8191973,0.8226293,-1.23,28.1,24.2,32.2
1773,7.33,0.362001,1.16945,0.0446106,23,12.62,180.2116286,252.0274308,8035.88,1171.77757,0.1252245,0.3953465,0.0105,1.548616,1.043152,1.3,25.7,22.0,29.6
1219,9.17,-0.7180974,-0.315617,1.08177,18,5.82,92.1525691,247.2341814,2711.61,337.0639957,0.0191756,0.2590166,0.000446,0.1684856,0.596619,0.24,27.3,23.4,31.5
1314,8.48,1.113451,0.755729,0.5589628,41,10.8,84.9197122,207.3970076,3708.13,228.2044791,0.026722,0.8853575,0.0004,0.5834073,0.8894427,1.17,28.6,25.0,32.5
2234,8.75,-0.0729182,-0.5749025,0.321445,17,7.28,221.0227605,454.5639924,3068.62,1278.292353,0.0107676,0.3874252,0.000187,0.2091898,0.6395479,0.07,24.4,20.6,28.4
249,5.22,0.9363386,-0.6620895,0.3330956,30,7.19,5.7488972,184.3472276,683.6,62.1531213,0.0057452,0.1036891,0.000164,-1.175514,0.9602558,-0.1,25.8,22.0,29.9
615,11.55,0.8288404,0.4959746,-1.378621,49,15.99,124.0854354,305.2028771,3495.38,190.2072732,0.0040097,0.4398828,0.0011,-0.0424353,1.128324,0.12,25.9,21.9,30.6
1945,8.39,0.9867004,1.993002,-0.1726092,46,14.37,360.2857337,620.0464788,8595.05,74.2016242,0.0064639,0.2632791,0.000131,-0.5417601,-1.173774,0.57,22.9,20.1,25.8
854,13.72,2.094526,0.5304595,1.04702,41,21.11,169.5557988,974.4315388,4861.06,418.3654154,0.0493142,0.9611582,0.00183,1.28993,-0.9314204,1.44,26.4,23.4,29.4
1827,11.6,0.1957689,-0.4699736,0.4653538,33,16.32,575.4711643,1104.189251,7729.94,1240.372513,0.0520709,0.3927133,0.00192,1.062463,-1.521071,0.13,29.2,25.9,33.5
1494,13.14,0.2402992,0.4161656,0.6683327,13,19.28,283.0673047,997.1845795,7530.08,1367.184979,0.0566925,0.5538544,0.00132,1.374899,1.029698,1.14,28.6,24.9,32.7
1799,6.72,0.7975934,0.1716474,0.7847618,36,7.59,15.7861087,118.1675397,6437.79,2186.607723,0.9500868,0.2797503,0.00118,1.03207,1.075126,1.14,25.4,21.8,29.4
1341,7.71,1.012992,1.03424,0.4017203,42,7.3,38.8821717,147.9997588,2239.01,101.3918842,0.0192299,0.6172151,0.000396,0.0452584,0.7538874,0.98,23.1,19.7,26.4
40,12.61,-0.3241729,-0.2863426,-0.077458,8,15.89,42.8261974,166.5121661,822.94,20.8990028,0.0493984,0.5293775,0.0046,1.095201,-0.8520504,-0.01,22.4,19.4,25.8
921,11.12,0.6037409,-0.7598092,-0.8653435,35,10.38,209.1223486,621.4530908,4962.2,672.9484638,0.0083039,0.3242017,0.0016,-0.1006304,-1.523509,-0.76,34.6,30.1,39.4
2548,7.82,-0.0810896,0.8875887,0.6441359,23,7.89,286.5137973,431.0669056,5964.09,302.6389881,0.0041506,0.3583218,3.44e-05,-0.3493443,0.7274829,0.57,25.8,21.7,30.2
1905,12.2,-0.4331982,0.9615808,0.6576519,25,20.48,691.5559173,1637.773832,7887.29,1197.956522,0.0553747,0.620867,0.0047,1.300617,1.16895,1.16,27.6,24.6,30.6
1304,5.59,-0.7188577,0.1601787,0.5847564,2,4.79,26.0733552,143.1916119,3146.27,19.859764,0.000222,0.0551143,3.6e-06,-2.472439,0.9279408,-0.61,24.8,21.1,29.1
558,10.18,0.498713,-0.0689562,-0.551764,26,12.65,220.3004271,583.6409935,3543.48,319.939492,0.0050686,0.3307318,4.42e-05,-0.0996087,0.7935816,0.03,28.2,23.8,33.1
1059,11.5,-1.235459,-0.2597102,0.348574,3,9.43,42.9009997,983.1051761,3987.85,274.0123599,0.0181146,0.2697806,0.000291,0.4807004,-1.544376,-0.44,30.3,26.3,34.9
572,11.26,1.407808,1.845879,0.2548673,44,13.39,167.8747729,818.1143704,2944.57,247.7616489,0.042696,1.3240599,0.00149,1.432777,1.218826,1.92,23.0,20.0,26.1
1102,10.67,-1.965614,-1.097828,0.0367995,15,7.25,112.1945924,290.0810983,3438.82,149.4185578,0.0224565,0.2156451,0.000411,0.4204387,-1.551103,-1.1,28.8,24.7,32.9
356,11.79,-1.016236,-1.264668,-0.471963,7,13.51,21.0681695,171.2551497,2229.91,39.3856283,0.0050062,0.1534644,6.39e-05,-0.5694755,-0.2961769,-1.19,25.6,21.8,29.8
1625,11.58,1.133507,0.5678966,0.268349,42,15.55,314.0612249,354.8006309,7951.19,967.3958033,0.0274816,0.5662057,0.00054,0.8012832,0.2197522,0.95,32.1,27.6,37.1
640,11.96,0.2811064,0.5885611,-0.2043888,22,18.02,140.4581313,430.9745356,5447.04,278.7139633,0.0269807,0.4290775,0.000423,0.5547025,-0.0728622,0.41,31.3,26.9,36.2
