,PM2.5,Land_EQI,Sociod_EQI,Built_EQI,CLU50_1,PM10,SO2,NO2,O3,CO,CN,Disel,CS2,Air_EQI,Water_EQI,EQI,smoking_data,LCI_smoking,UCI_smoking
716,12.34,0.8163843,1.697245,-0.8182197,46,17.7,157.6608165,962.3582788,6589.89,265.0264737,0.0301026,0.5356483,0.000754,1.0503,0.9124317,1.12,26.4,22.5,30.5
428,12.95,-0.1034643,0.4370246,-0.3737688,22,9.8,231.1619553,733.9918103,5982.57,525.563887,0.0149503,0.3353958,0.000224,-0.1740593,-0.2300193,-0.1,26.5,22.2,30.8
1519,11.78,-0.5002503,-0.3779495,-0.7473324,11,17.21,253.045113,550.4802256,7915.1,1321.380924,0.0342571,0.3285619,0.00132,0.7844659,0.9897034,-0.1,28.0,24.4,32.4
940,11.62,1.943874,1.378213,0.2669474,44,15.35,179.0114398,865.8045216,5046.59,375.1358439,0.0218618,0.4357723,0.000443,0.5977573,0.6036742,1.49,27.1,22.9,31.3
1982,12.14,0.4765558,-0.5642316,0.7034765,33,8.97,170.9528262,965.3254958,4162.09,839.848814,0.0248919,0.4485316,0.00346,0.7114003,-0.0346776,0.41,31.4,27.5,35.9
1643,11.13,0.6439029,1.160892,-0.1702895,42,13.17,214.8976211,440.6431652,7750.06,390.5489638,0.0179967,0.4668804,0.00318,0.5140886,0.1793554,0.78,28.7,24.5,33.5
2439,7.04,0.8921337,1.696735,0.8696213,43,8.1,105.6754592,337.3233897,7603.26,1957.834171,0.0030536,0.834173,0.00164,0.8509571,-1.541517,1.22,24.5,22.4,26.9
19,11.35,-2.085917,-0.9312536,0.2726992,15,13.54,17.1612739,112.7420417,667.19,14.4317159,0.0152923,0.1767875,0.000287,0.0333926,-1.389087,-1.09,28.7,24.7,32.9
1221,9.7,0.7004099,2.01267,0.0127418,43,21.92,283.8082368,923.6742517,5847.98,294.5001097,0.0266062,0.6679497,0.000876,1.05774,0.8944394,1.51,24.7,21.2,28.3
118,10.95,-0.7160531,-1.445975,-1.537837,20,7.53,44.9663221,367.7422056,1759.08,171.9800691,0.0037601,0.1366893,0.000227,-0.3827363,0.8729736,-1.28,29.2,25.0,33.8
133,11.23,-2.01834,-0.5378216,0.3128702,15,7.0,10.2318131,249.4227457,1159.25,84.6420234,0.0183777,0.2080303,0.000454,0.1077519,0.054762,-0.61,27.5,23.9,31.6
2128,10.74,-4.633639,-0.1220538,1.460658,27,6.38,511.1728057,1717.254663,6150.14,524.1533803,0.0403467,0.5516921,0.0015,1.237139,0.0694304,-0.36,26.8,23.1,31.1
2414,5.82,0.5928103,0.3020031,0.8396291,41,4.55,113.1796709,70.5237706,2933.29,230.5153819,0.017406,0.1929843,0.000364,0.0673727,-1.555602,0.32,26.5,22.9,30.8
1139,10.08,-0.3038661,-0.4982958,0.9383267,18,8.79,123.4137794,510.9437357,3660.72,342.8722078,0.0265768,0.4705836,0.000606,0.2846051,0.8614739,0.33,23.4,20.1,26.8
75,5.56,0.8185757,-0.3962598,0.4305544,33,9.51,8.7074463,78.4455283,515.09,85.7232261,0.0179143,0.2017743,0.000493,0.2069978,0.9303256,0.48,32.1,29.0,35.2
1490,12.58,0.0444189,0.0269021,-0.2992051,26,15.05,318.3456353,886.5261283,7598.14,1352.434443,0.0375973,0.2998545,0.000796,0.87668,1.021154,0.41,30.3,26.4,34.4
1482,12.42,0.2798569,-0.6828554,0.5219597,33,13.8,392.3496161,982.5059496,7103.13,1315.160693,0.018836,0.2527013,0.000236,0.1199069,1.072274,0.25,27.9,23.6,32.3
782,9.34,0.7045887,1.152642,-0.7134609,50,13.46,93.510885,453.0717115,4366.84,205.5545456,0.0114749,0.2838055,0.000324,-0.1515114,-1.123781,0.11,25.1,21.5,29.3
2308,10.8,0.8927489,2.537836,0.4631557,43,16.62,722.9465918,1329.853586,9824.93,1448.308257,0.0226527,0.4868496,0.000436,0.4650075,-0.3107218,1.49,22.5,19.1,26.1
1909,12.05,-0.000496,-0.6562471,0.1586511,17,12.79,531.0767937,1239.863787,7005.34,1062.439935,0.015687,0.2942916,0.000309,0.3525591,0.9667096,0.11,28.2,24.4,32.6
583,10.82,0.8959556,2.450779,0.4180522,43,12.03,250.4556247,891.4369985,4790.92,497.9888137,0.0267901,0.8631238,0.000735,1.141871,1.316918,1.99,23.2,20.2,26.6
1417,13.54,0.269345,-1.992639,-0.3156088,38,21.36,255.8962106,1367.432428,3900.52,349.4694868,0.2475936,2.6446558,0.00807,2.336144,-0.4296159,-0.07,25.1,22.2,28.1
518,7.59,0.5833317,-0.1972992,-0.0371574,30,12.82,2.1981733,215.0648405,3794.27,434.786518,0.003019,0.0709291,2.45e-05,-0.8731177,-1.428097,-0.5,24.0,20.6,27.8
553,9.74,0.1023236,-0.2586282,-0.3389895,26,8.76,106.1641754,340.2779388,3631.57,226.953447,0.005471,0.3283399,1.73e-05,-0.1066554,0.7320211,-0.09,30.2,26.0,35.1
613,10.24,0.3478845,0.3890654,-0.4403586,22,10.44,167.9460907,394.0605399,2642.59,272.0854902,0.0018339,0.3099085,1.83e-05,-0.5471509,0.7981847,0.04,26.1,21.9,30.6
2187,9.9,-0.3655527,-0.7214032,0.3297067,18,7.47,474.9792322,1199.762524,3843.39,1036.824548,0.0181213,0.2651424,0.000296,0.4134292,0.6239737,0.0,27.5,23.5,31.7
424,11.13,-1.294457,-0.2524584,-0.2920082,11,13.13,81.208155,431.9759139,4903.18,646.3416583,0.0210468,0.2783408,0.000597,0.6015322,0.7360098,-0.22,24.6,20.9,28.2
1837,15.34,1.110703,1.118693,0.4819602,42,20.34,518.4560739,1567.292008,8722.96,1152.249822,0.1005446,0.871918,0.00233,1.752541,-1.524576,1.24,25.0,22.5,27.5
1826,11.42,0.6009756,0.4794029,0.7553403,41,13.48,497.2995843,1184.531815,8183.36,1212.411336,0.0366002,0.4003916,0.00112,1.034336,-1.529555,0.7,28.0,24.8,31.2
2249,8.57,0.7630212,2.355314,-0.0989333,43,22.68,742.5540062,1836.489922,12943.35,2686.585349,0.0466363,0.5225017,1.02e-05,0.5829838,0.9997881,1.47,15.2,13.1,17.5
1189,9.35,0.5811723,0.2130361,0.0637323,21,9.83,307.317938,598.025271,5229.81,368.1254855,0.0229267,0.3229348,0.000451,0.274795,0.9203207,0.54,24.8,21.9,28.3
2341,10.29,-0.4237636,0.2200886,-0.0158158,24,12.9,298.4714215,644.4112723,5000.68,763.419903,0.0057983,0.1793015,9.25e-05,-0.5311012,0.3117233,-0.17,24.4,20.4,28.4
2217,6.41,0.1413381,-0.8491398,-0.0360948,17,5.45,5.4453667,130.6566056,1337.23,126.3714617,0.0029475,0.1083988,0.000102,-0.7896326,0.6809613,-0.45,24.5,20.7,29.2
1450,8.43,0.4609684,1.115726,1.275031,40,10.99,236.407587,407.7718031,5597.79,299.0194274,0.0564326,0.591897,0.0011,1.257951,-1.464828,1.18,25.8,22.4,29.6
1845,11.37,0.0853674,0.3207159,0.3962228,24,11.06,525.047712,989.1655406,8065.88,1354.666273,0.0386608,0.4427365,0.000625,0.7744985,-1.514331,0.28,28.7,24.9,33.0
2375,11.9,0.4175595,0.1502851,-1.245396,5,12.66,484.6363351,735.0647287,8354.72,1673.624414,0.0180008,0.3535709,0.000539,0.4234659,-1.531276,-0.42,32.5,27.5,37.2
2522,9.32,0.8410985,1.188858,0.4658918,42,9.01,3210.452298,852.8146532,10060.81,563.6681201,0.0315065,0.5925511,0.000151,0.8799286,0.84026,1.32,25.4,21.9,29.1
1269,9.06,0.7597772,-0.4776357,1.150594,36,18.74,3.1199164,231.446688,2550.49,531.2351995,0.0038724,0.0460598,5.59e-05,-0.9670517,1.035137,0.3,27.4,24.6,30.5
2151,9.94,-0.6246294,-0.3668233,1.171109,18,6.26,735.3348092,2067.295528,6088.62,1749.781405,0.0723853,2.9338816,0.00956,1.915083,0.7649668,0.92,26.4,23.1,30.1
2025,11.63,0.3346163,-0.2912906,0.3721876,33,9.27,138.978201,1257.965697,6948.02,697.2520354,0.0146559,0.3677006,0.000819,0.3721761,-0.0547395,0.24,31.0,27.1,35.9
1531,12.8,0.0551349,0.6459254,-0.4193516,22,19.2,287.4206289,1017.187253,7566.62,1248.735292,0.0516375,0.4256385,0.00123,1.291587,1.021396,0.75,29.1,24.7,33.5
777,10.57,0.506085,0.3120637,0.7653639,41,16.76,362.513217,377.1345288,3709.56,292.3527707,0.0174932,0.5524443,0.0253,0.7796924,0.5027005,0.91,28.9,25.1,33.0
2463,12.03,0.2552981,-0.3081055,-1.199061,5,12.59,549.4786481,711.475939,7619.93,2134.999169,0.0082787,0.2074281,0.00014,0.0510388,0.233182,-0.42,30.4,26.1,34.8
724,9.94,0.6284574,0.1667957,-0.310024,21,8.58,193.8176752,475.4860116,4923.47,271.1277106,0.0051025,0.2351905,7.3e-05,-0.3818264,0.2254888,0.04,27.3,23.5,31.7
2517,7.39,0.0137539,0.5193388,1.332787,39,5.19,169.933223,254.5621107,8784.29,143.2021891,0.0061607,0.133053,0.00012,-0.0535828,-0.1355871,0.64,24.1,20.2,28.1
425,12.58,-0.7297094,-0.601297,-1.249396,4,11.73,327.1490775,789.5528463,5396.99,721.4342193,0.0098755,0.2250455,0.000158,-0.0899544,-0.2450879,-0.97,26.0,21.8,30.1
195,9.85,0.8208879,0.7028002,1.046665,40,18.53,22.4780759,501.9375437,1629.25,139.2251662,0.0117135,0.4113148,0.000104,0.2819829,1.288388,1.22,19.9,16.9,23.1
2116,6.42,-0.1232498,-1.469762,-0.7549806,38,5.17,5.6591802,148.1877705,794.89,152.8574522,0.0009139,0.0985151,1.56e-05,-1.444252,0.6782832,-1.25,25.3,21.2,29.8
828,11.36,1.042721,1.770027,0.8471795,43,13.99,245.3571697,899.7821725,5343.88,601.8957528,0.0507273,0.9477428,0.00186,1.55304,1.08335,2.02,27.5,24.3,31.2
15,11.78,-1.371213,-0.1633784,0.0374083,11,15.7,14.7871428,170.5620339,789.66,16.2855382,0.0255515,0.2291948,0.000822,0.4223093,-1.086293,-0.49,26.2,22.5,30.1
1201,9.49,-0.9475977,-0.1215699,-1.545391,6,6.41,136.8564052,257.3038664,2529.16,340.2184083,0.00377,0.1668363,5.61e-05,-0.7077447,0.5550712,-1.02,29.6,25.2,34.3
1001,10.96,0.1349906,-1.600918,-1.644095,20,6.31,75.9182947,191.364445,3258.7,165.0252231,0.0056718,0.2166192,9.33e-05,-0.6291476,-1.549388,-1.68,30.7,26.4,35.6
1600,4.55,0.5308357,-1.601072,-0.7274985,38,3.36,13.3462691,101.3397877,2942.15,5.0424439,0.0017786,0.0843305,2.37e-05,-1.520457,0.8655555,-1.1,31.8,27.3,36.3
961,10.35,0.0844881,-1.607432,-0.6303753,38,6.23,125.0387836,212.0529326,3856.98,211.7919183,0.0183182,0.22439,0.000368,-0.1115126,-1.55011,-1.15,29.8,25.5,34.1
1743,9.1,-0.7931578,-0.6646821,-0.6862358,11,8.37,103.652723,531.7470812,4876.15,1346.288333,0.0055263,0.1580746,0.000133,-0.687736,-1.524544,-1.25,29.6,25.5,34.4
1129,11.71,-0.6529593,-0.2276581,-0.5186672,11,9.22,92.8779987,361.2107258,5045.92,273.0608045,0.018233,0.2567002,0.000417,0.4238753,-1.543052,-0.6,28.9,24.8,33.2
1516,11.28,-0.977443,-0.7211657,-1.750855,6,14.65,320.610608,319.8929326,7617.24,1694.686083,0.017701,0.2057682,0.000436,0.1861029,1.007835,-0.93,28.5,24.0,33.3
718,11.05,0.7886135,0.199612,0.5732273,21,13.92,140.4653493,570.9203615,6462.62,517.2673183,0.0244998,0.5392949,0.000318,0.7411968,0.9532726,0.94,31.4,27.2,35.7
781,8.4,0.9227422,0.9447163,-0.6300182,50,12.64,828.1897138,443.8383938,6576.79,92.513326,0.0036474,0.2333503,5.39e-05,-0.7765687,-1.46051,-0.16,24.0,20.3,28.3
704,10.77,1.376222,0.0912617,-0.9520587,49,10.45,86.1729667,621.0083089,4656.34,230.1467664,0.0137815,0.4607704,0.000291,0.3252286,0.897288,0.35,33.2,29.0,37.7
1356,7.84,0.9483093,0.9257492,0.563877,44,6.46,30.890465,117.3696002,2289.23,110.7160929,0.0088081,0.5259666,0.000173,-0.3338521,0.9953741,0.89,23.3,19.9,27.1
883,12.9,-0.1918451,-0.8036199,-0.1003161,17,16.15,274.1813555,703.829421,5283.55,625.4121518,0.0389952,0.358897,0.000635,0.7016553,1.0821,0.05,34.6,30.9,38.6
162,10.95,0.9595106,2.012172,0.9103839,43,19.01,8.8269225,70.2405341,243.42,40.5966962,0.024045,1.0112149,0.000298,0.776581,1.280499,1.88,18.8,16.5,21.6
1254,6.06,0.3656363,-1.713488,-0.5192733,38,9.36,75.7187932,326.9884077,3453.67,119.9816543,0.0004632,0.0372555,7.9e-06,-1.813603,1.080948,-1.17,31.5,27.4,35.8
2121,10.41,-1.165974,0.1735763,1.007433,2,20.33,759.05798,2087.525124,6327.73,1076.215402,0.0304889,1.6446065,0.00173,1.660969,0.6791835,0.82,27.3,23.6,31.6
1363,8.21,0.0699897,1.323025,0.8739671,25,11.14,214.5533017,675.9492206,8425.01,880.5254843,0.0349565,0.3247533,0.000605,0.9593412,0.9954219,1.37,25.4,23.0,28.0
1352,8.54,0.9689804,-0.9728717,-0.023747,30,13.32,98.1198681,228.7830193,3251.11,158.3339851,0.0039937,0.3402142,6.7e-05,-0.705797,-0.2148973,-0.4,30.7,26.1,35.7
2437,6.58,1.119007,0.7030519,1.264305,40,6.94,78.1197574,220.9883045,6419.74,1538.517498,0.0246318,0.3538051,0.000592,0.5257675,-1.538475,0.94,24.0,21.1,27.6
1040,12.46,0.7790405,0.849107,1.095714,40,15.95,497.6037243,919.8278111,7047.18,1608.107939,0.0518345,0.6969996,0.0013,1.404942,1.117754,1.64,26.3,23.7,29.4
1620,13.86,0.8620217,0.5353966,0.3407749,21,15.61,314.0795855,492.4968221,9128.27,1211.814361,0.0682564,0.7220605,0.00161,1.242687,0.3111176,1.06,28.4,24.2,32.8
164,7.94,1.027168,1.297327,0.9125158,44,12.42,5.0879675,241.2697582,598.91,76.4458351,0.0112795,0.2523051,4.38e-05,0.2189354,1.281528,1.43,20.8,17.6,24.5
987,9.85,0.1209514,-0.5720917,-0.2635175,26,11.69,198.7369044,8661.62663,3406.75,252.8640497,0.0166196,0.9913273,0.000807,1.051809,-1.550908,-0.21,27.6,23.6,32.0
794,8.99,0.7604598,0.4931466,1.045738,45,11.8,227.81803,302.3182553,3843.99,278.8428894,0.0110508,0.3745596,0.000177,-0.1152268,-0.9563957,0.56,28.5,24.6,32.6
1843,10.97,0.2791696,0.1456293,0.9328633,13,6.76,398.7092382,496.5393923,5606.11,879.9259747,0.0212138,0.1731979,0.000216,0.376637,-1.515858,0.32,28.7,24.6,32.7
1178,9.24,0.084559,-0.4040512,0.9173821,37,8.46,134.3040305,465.8357234,3780.94,358.6605528,0.0099126,0.2591406,0.000214,-0.4271086,0.8206331,0.21,30.7,26.6,35.2
1240,9.34,-0.3805701,-0.3248427,0.0996487,8,8.39,182.2003713,344.7613792,4068.23,367.3865265,0.0022263,0.2180803,3e-05,-0.8878313,0.8662854,-0.34,27.9,23.8,32.2
707,10.63,0.8698104,-0.2180292,-2.792204,32,11.11,188.6566551,728.1484713,4588.15,400.5347956,0.010698,0.47098,0.000306,0.6909879,-0.0415598,-0.62,30.7,26.4,35.4
847,12.7,-0.7945099,-1.715953,-0.1698828,7,10.22,496.0553077,636.1453836,7523.88,708.5458325,0.0103987,0.2167434,0.000137,-0.2353439,1.082322,-0.82,34.6,30.3,39.2
1096,11.79,-1.431003,-1.139846,-1.15693,12,6.54,58.2173873,121.2530826,3369.47,137.5154639,0.0110246,0.1556805,0.000185,-0.2196027,-1.546593,-1.62,27.0,22.9,31.5
1246,9.76,0.1748531,-0.2119626,0.8095398,13,12.95,250.696554,1166.333182,4718.41,328.7084879,0.0138729,0.2480643,0.00022,0.0081578,-1.439126,-0.01,31.8,27.4,36.4
973,10.82,0.5875298,-2.143096,0.1581396,16,6.53,104.6992874,216.4126033,4321.92,213.2192712,0.0170275,0.5582418,0.000417,0.2552238,-1.551525,-0.8,29.4,24.6,33.8
1744,10.6,-0.2486016,-0.5759212,0.5352368,18,21.89,309.8434298,1295.690085,4952.18,1129.524385,0.0282052,0.2753046,0.000651,0.5611714,-0.3721845,0.03,29.9,26.4,33.5
1881,11.09,-0.8671112,0.5753772,-0.9256604,1,14.86,674.9299161,1367.16232,6223.05,3321.353892,0.0337258,0.4849979,0.00205,1.185884,0.9739431,0.24,27.5,24.5,31.0
631,13.65,1.032133,0.9084634,0.4231378,42,18.59,114.3784864,357.2644776,5801.75,208.5996045,0.0436893,0.7981408,0.00143,1.364461,0.9847491,1.45,27.2,24.9,29.7
943,10.4,0.5219358,0.6527346,0.0821889,42,12.72,195.9784834,1455.350131,3062.8,225.1129904,0.037301,0.9620868,0.0105,1.809594,-1.563562,0.76,28.8,25.4,32.4
1451,9.58,0.6584635,0.436846,-0.1198877,42,5.46,135.4388385,273.5542914,4969.01,276.5281744,0.0236787,0.1482906,0.00157,0.4769344,-1.51927,0.19,29.5,25.4,33.9
486,12.19,-1.687383,-1.03899,-2.72122,14,10.82,62.2582071,363.3581353,4458.03,280.4346362,0.006292,0.1556439,9.25e-05,-0.6773733,-0.3460724,-2.16,25.9,21.8,30.7
1483,9.88,-0.209163,-0.2890371,0.4755205,8,8.57,460.8509749,191.2170323,5050.39,1312.164623,0.0229798,0.170321,0.000553,0.6094786,0.9507933,0.4,26.9,23.3,30.9
1552,12.14,0.3088241,0.2956015,-0.3964061,22,15.45,244.6257254,916.5997697,6860.2,1433.260351,0.0436028,0.4102173,0.00569,1.358316,1.045526,0.73,31.2,27.9,34.7
2111,8.05,-0.8002992,-0.7252713,0.3684966,18,6.21,55.8888445,392.2105486,2823.03,777.0031826,0.0120501,0.1899335,0.000157,-0.1259729,0.6383497,-0.29,22.5,19.0,26.7
2580,6.93,0.4449353,-0.2786665,1.018206,36,9.42,915.9616107,379.9021907,2279.83,462.8239788,0.0142394,0.0619439,0.000278,-0.2968664,1.08303,0.49,27.3,24.4,30.3
287,9.8,-1.49718,0.4548348,0.6641591,2,25.2,59.2586469,960.3938439,6722.74,174.030465,0.0402481,1.0086511,0.00171,1.378499,-1.602288,0.18,24.9,22.5,27.2
1044,6.92,-0.0195516,1.072749,1.612612,47,5.02,35.7820908,864.7744484,6699.29,222.8336929,0.0217525,0.273875,0.000607,0.6090362,0.9909092,1.39,22.4,19.6,25.0
2009,11.92,-0.0157753,-0.576503,-0.2758927,26,9.13,28.2482286,177.3001938,54516.81,172.7816126,0.0125579,0.2347594,0.0103,0.1723293,0.0251036,-0.26,31.7,27.4,36.3
534,10.18,0.5682942,0.0189486,-1.305875,5,11.68,274.2291015,724.4279641,4280.42,402.6336704,0.0075539,0.351531,0.000177,0.1298973,-0.3435827,-0.33,26.1,21.7,30.4
1455,12.27,1.114698,-0.0429257,0.22205,34,15.8,264.7760255,1507.69855,5059.82,540.496682,0.2173139,2.2434184,0.00863,2.202838,-1.549163,0.85,21.8,19.3,24.3
1282,4.19,0.6544177,-1.60656,0.3418284,30,4.47,21.094768,112.7079491,1894.09,7.1014361,0.003571,0.0758182,5.1e-05,-1.292055,0.0952201,-0.74,32.6,29.0,36.8
373,12.54,-0.4909595,2.080696,-0.4381832,48,13.79,278.5828534,885.5929783,5148.54,730.8193444,0.0521292,0.6292594,0.00137,1.145844,0.143578,0.93,20.7,17.6,23.9
576,10.93,1.022556,2.274773,0.7488564,43,13.93,206.0116258,1308.802522,3244.47,649.6957428,0.0374103,1.0374063,0.00117,1.379767,1.187682,2.13,21.4,19.0,24.1
654,12.11,0.9779919,0.5678613,0.071917,42,10.48,64.4622458,521.7920208,5035.41,225.4139775,0.0163298,0.4366425,0.000276,0.5057421,0.1097579,0.71,32.5,28.1,37.4
2482,12.92,0.7542567,-0.0923365,1.425565,45,20.26,553.5427785,920.314328,10410.42,1339.638448,0.0440089,0.8380572,0.00764,1.404064,1.03516,1.38,28.2,25.0,32.4
474,12.34,-1.932203,-1.373095,-1.613657,6,11.48,80.3995583,408.9324026,4252.47,353.0234501,0.0054563,0.1736233,9.71e-05,-0.561852,-1.544155,-2.14,28.5,24.2,32.9
2019,12.64,0.4939868,0.5261361,0.4457723,21,11.62,135.9464925,386.5098884,28543.37,381.583741,0.0278678,0.4112986,1.02,0.6585692,0.0292317,0.74,28.8,24.8,32.9
1864,14.19,0.7036775,0.6975455,0.7696186,41,16.08,657.6324805,1699.428844,9667.2,1472.510343,0.0541546,0.5332562,0.00893,1.35392,-1.518489,0.93,27.8,24.2,31.3
823,11.09,1.30146,0.8129902,-0.8008432,50,12.36,182.6017962,783.2367189,4843.29,354.0025893,0.0161768,0.3587984,0.000291,0.2449575,0.6073227,0.58,33.2,28.8,37.9
2158,7.22,0.1061388,-0.0133466,1.185769,13,5.54,15.3925336,191.4754753,2359.94,521.8136137,0.0150531,0.2113604,0.000323,-0.0194471,0.76669,0.59,24.4,20.9,28.2
793,8.6,0.9554198,0.779081,-1.219487,49,11.04,267.8474644,331.3667115,4345.27,122.3654895,0.0026799,0.2587291,3.98e-05,-0.8551472,-1.468692,-0.45,25.9,22.1,30.2
2112,9.13,-0.2009588,-1.136038,-0.0296129,9,6.67,303.8183219,587.6424374,3566.86,1104.028902,0.0051797,0.2554398,0.000109,-0.139576,0.5792816,-0.44,26.5,22.7,30.7
755,9.06,0.8804609,0.7185094,0.8305713,41,15.83,138.5163478,480.0851221,4163.09,222.5713512,0.0106505,0.3481972,0.000229,-0.0354362,0.1469807,0.84,25.1,21.5,29.0
1004,9.33,0.3417288,0.1886942,0.8837957,13,17.51,80.890205,259.5562571,9063.12,295.8774586,0.0347826,0.288847,0.00123,1.267032,0.8100598,1.08,27.7,24.8,30.5
21,12.72,-0.5935889,-0.0684579,-0.1461518,8,14.6,7.3136773,83.9781609,622.29,10.7644998,0.0275061,0.3096345,0.000436,0.5872105,-1.033514,-0.23,30.2,26.4,34.5
1245,10.33,-0.4001138,-0.9032053,-0.0066358,17,5.9,54.4186066,269.3126123,2381.66,285.7657706,0.002729,0.1316154,3.64e-05,-1.023195,-0.615016,-0.93,29.7,25.9,34.0
1353,9.25,1.217066,1.679489,-0.5757815,46,17.74,149.6014384,215.1153477,4883.32,306.59412,0.0163007,0.5908046,0.000588,0.3394901,0.9988075,1.08,23.3,20.0,26.8
915,12.75,-0.1929552,-3.081295,-3.195393,20,13.96,210.2453165,660.7508322,5133.13,614.6418392,0.0101303,0.1846846,0.000129,-0.4603348,1.07839,-2.36,37.9,32.6,43.3
2034,12.35,0.5501638,0.917268,0.147278,42,12.1,876.1867864,780.2975684,3400.2,636.1742033,0.0456617,0.8353983,0.00255,1.199808,-0.1017627,0.96,27.3,24.0,30.8
824,11.51,0.4057373,-0.1051678,-2.545232,32,11.28,120.3886402,658.0346821,5004.5,453.0684247,0.0059554,0.4188844,0.000124,0.2880288,1.104896,-0.55,30.7,26.2,35.3
192,11.21,0.8442309,0.6564084,0.8638694,41,25.56,17.3107877,449.8880653,1856.94,106.549554,0.0355395,1.8441528,0.000519,1.090856,1.333344,1.43,18.3,16.3,20.4
1203,9.34,-0.2127612,-0.2386745,0.0341853,8,9.1,122.4894851,501.7844622,3636.1,325.3314544,0.0015652,0.1995629,1.91e-05,-1.375123,0.8598271,-0.46,28.3,24.2,32.9
1134,11.65,-0.8979971,-0.6466879,-1.051634,4,6.24,44.7973791,169.0980614,2843.19,145.8722289,0.0152627,0.1720255,0.000231,0.1153232,-1.544053,-1.13,27.3,23.3,31.9
1498,12.68,-0.2418845,-0.3718321,-0.6851479,10,11.0,604.6809992,1231.3431,6458.62,858.9510605,0.0084987,0.2197231,0.000134,-0.5008963,1.013083,-0.44,27.9,23.7,32.5
895,12.54,0.0221167,-0.3309258,-1.9578,32,13.7,212.57163,1036.318342,7185.66,426.7861025,0.0094245,0.2856898,0.000158,0.3337328,1.092087,-0.51,32.8,28.6,37.6
437,12.9,-0.1279204,0.8226598,0.2598864,23,16.42,65.100696,321.4356682,5326.71,140.7359295,0.0187865,0.3632196,0.00036,0.3101211,-0.2743157,0.43,25.2,21.4,29.4
2483,11.86,-0.1112337,-0.5748219,-1.884906,32,11.12,430.065519,729.1129061,6722.45,1766.172731,0.0059186,0.1678107,6.83e-05,-0.3498271,0.2533372,-1.01,28.4,24.3,33.2
1316,7.66,0.8331355,0.9181993,0.1839168,42,6.34,32.7317342,126.8195123,2235.26,113.8727717,0.0019959,0.3246996,8.51e-05,-1.009621,0.952005,0.48,22.3,18.9,26.1
991,10.47,-1.490797,1.154259,0.6674575,2,10.4,245.3588075,796.8250642,4486.32,192.9423944,0.0257446,0.444561,0.000637,0.6390879,-1.563194,0.2,24.3,21.6,27.5
392,13.41,-0.2579903,3.108457,0.4338718,48,18.97,70.829665,521.1489058,5805.92,116.7382736,0.0527561,0.7006466,0.00118,0.9960497,0.8113709,1.78,20.0,16.8,23.4
861,11.22,0.8036101,0.1408865,-0.1114106,34,11.83,195.3848624,797.1892032,4784.67,520.4290636,0.0179255,0.5582338,0.000377,0.6245961,1.184542,0.68,34.5,30.1,38.8
2243,5.66,-0.0067673,-1.661784,-0.660948,38,6.57,9.8736466,334.5292511,665.91,115.0701718,0.0010849,0.0819185,1.14e-05,-1.362317,0.7044098,-1.22,26.9,22.9,31.3
942,10.07,-1.038026,-1.114811,0.0518435,3,5.27,114.0725046,1242.761973,2370.21,357.641173,0.0180056,0.2399788,0.00284,0.243455,-1.558209,-0.9,30.8,26.4,35.6
977,11.26,-0.6942838,-0.5162221,0.9053678,18,5.98,144.8835271,201.3357733,3117.81,163.5035475,0.0426699,0.4766981,0.00211,0.975486,-1.554339,-0.01,27.0,24.1,30.0
1662,10.65,1.110805,1.158353,-0.2615439,46,12.96,132.5116633,469.9601341,6691.71,479.4137206,0.0200345,0.4206625,0.000156,0.4428072,0.2063303,0.85,27.6,23.4,32.4
1448,10.14,0.6374554,0.6962573,1.25273,45,5.51,234.5846996,122.5381515,4137.48,362.181885,0.0497734,0.5458117,0.00273,1.265712,0.6330409,1.46,25.6,22.5,29.1
358,11.73,-1.28555,-1.465669,0.2442642,7,10.31,91.7641816,512.208015,4359.48,536.2039206,0.0076065,0.1854318,0.000131,-0.4528025,0.1085137,-0.97,28.1,24.1,32.5
1441,9.38,0.7754961,0.7128247,0.2791485,42,5.63,243.4868966,105.1802784,4050.01,388.8548208,0.0243182,0.2454505,0.000468,0.4920449,1.023514,0.95,25.7,21.9,30.1
1210,10.96,0.5821492,-1.099285,0.0431118,30,7.16,108.822162,624.178303,3522.36,599.0535125,0.0096647,0.4233085,0.000205,0.0846876,-0.629323,-0.33,32.7,28.5,37.3
91,11.18,-1.337112,-0.2423828,0.2942339,3,7.01,17.6726866,282.971103,757.13,80.358528,0.0110177,0.1889246,5e-07,-0.325934,0.0717055,-0.46,24.7,21.1,28.8
608,12.06,0.3911626,0.3947858,0.8113454,41,23.55,185.0891089,720.8413787,5016.41,207.5027529,0.0330637,1.2041903,0.0016,1.665572,1.191091,1.36,28.8,25.3,33.2
2452,14.42,0.6314336,0.3121105,-0.0912018,21,25.19,706.3503266,1159.030826,10596.98,1262.744161,0.0384978,0.5022421,0.00136,1.421749,1.115219,0.97,29.7,25.5,34.1
1165,9.86,0.3492965,0.3389349,0.6331968,13,7.02,1065.947484,321.1843258,3549.87,371.3205565,0.0115932,0.3588505,6.49e-05,-0.2332513,0.8865409,0.54,30.0,25.8,34.7
1335,8.51,0.6714386,0.2855537,-0.1943931,21,12.36,323.1278374,248.2803008,3300.53,318.3118763,0.0047672,0.3396177,0.000106,-0.5757961,0.6003224,0.14,23.6,20.0,27.6
